,stars,url,forks,language,size,subscribers,network,issues,watchers,pulls,commits,private,license
0,346019,https://github.com/freeCodeCamp/freeCodeCamp.git,28631,TypeScript,315892,8471,28631,145,346019,27,30441,False,"BSD 3-Clause ""New"" or ""Revised"" License"
1,195821,https://github.com/vuejs/vue.git,32118,JavaScript,27949,6126,32118,569,195821,242,3227,False,MIT License
2,191817,https://github.com/public-apis/public-apis.git,22142,Python,5423,3527,22142,1,191817,0,4525,False,MIT License
3,187981,https://github.com/facebook/react.git,38681,JavaScript,178526,6635,38681,924,187981,250,14974,False,MIT License
4,164934,https://github.com/tensorflow/tensorflow.git,86752,C++,896271,7860,86752,2417,164934,202,129325,False,Apache License 2.0
5,157260,https://github.com/twbs/bootstrap.git,76660,JavaScript,201504,6921,76660,343,157260,119,21711,False,MIT License
6,145127,https://github.com/ohmyzsh/ohmyzsh.git,24036,Shell,9870,2681,24036,619,145127,417,6611,False,MIT License
7,140911,https://github.com/trekhleb/javascript-algorithms.git,23404,JavaScript,4493,4286,23404,245,140911,142,1032,False,MIT License
8,140530,https://github.com/flutter/flutter.git,22047,Dart,198637,3563,22047,10714,140530,181,28947,False,"BSD 3-Clause ""New"" or ""Revised"" License"
9,136003,https://github.com/TheAlgorithms/Python.git,35547,Python,12536,6004,35547,254,136003,223,2413,False,MIT License
10,131692,https://github.com/microsoft/vscode.git,22367,TypeScript,494337,3107,22367,6393,131692,288,96548,False,MIT License
11,123007,https://github.com/airbnb/javascript.git,23622,JavaScript,3512,3852,23622,133,123007,47,1919,False,MIT License
12,112864,https://github.com/ossu/computer-science.git,15500,None,1119,5205,15500,12,112864,5,931,False,MIT License
13,102723,https://github.com/facebook/react-native.git,22095,JavaScript,849189,3676,22095,2244,102723,321,24682,False,Other
14,101689,https://github.com/electron/electron.git,13526,C++,117845,2932,13526,1627,101689,87,26350,False,MIT License
15,99161,https://github.com/golang/go.git,14778,Go,305774,3508,14778,7803,99161,260,52657,False,Other
16,95012,https://github.com/facebook/create-react-app.git,24538,JavaScript,23096,1925,24538,1651,95012,337,2762,False,MIT License
17,93367,https://github.com/axios/axios.git,9506,JavaScript,4786,1213,9506,258,93367,12,1196,False,MIT License
18,92701,https://github.com/justjavac/free-programming-books-zh_CN.git,26114,None,1028,5964,26114,31,92701,30,911,False,GNU General Public License v3.0
19,88411,https://github.com/kubernetes/kubernetes.git,32435,Go,1081378,3260,32435,2338,88411,691,108244,False,Apache License 2.0
20,86729,https://github.com/vercel/next.js.git,18336,JavaScript,1748944,1267,18336,1258,86729,266,11214,False,MIT License
21,83100,https://github.com/microsoft/terminal.git,7364,C++,109222,1305,7364,1485,83100,45,3011,False,MIT License
22,82437,https://github.com/denoland/deno.git,4421,Rust,60188,1556,4421,948,82437,84,7370,False,MIT License
23,81966,https://github.com/mrdoob/three.js.git,31735,JavaScript,1151491,2560,31735,493,81966,141,40095,False,MIT License
24,81354,https://github.com/angular/angular.git,21462,TypeScript,388971,3091,21462,1390,81354,82,24485,False,MIT License
25,80639,https://github.com/microsoft/TypeScript.git,10543,TypeScript,1779157,2124,10543,5546,80639,246,33361,False,Apache License 2.0
26,80641,https://github.com/avelino/awesome-go.git,9839,Go,9784,2687,9839,29,80641,18,4201,False,MIT License
27,80271,https://github.com/ant-design/ant-design.git,33974,TypeScript,894778,171,33974,835,80271,57,22012,False,MIT License
28,78420,https://github.com/mui/material-ui.git,27057,JavaScript,290674,1371,27057,1091,78420,159,19656,False,MIT License
29,77912,https://github.com/puppeteer/puppeteer.git,8331,TypeScript,18012,1232,8331,1872,77912,15,2610,False,Apache License 2.0
30,76105,https://github.com/PanJiaChen/vue-element-admin.git,27735,Vue,15436,2225,27735,1190,76105,92,1019,False,MIT License
31,73083,https://github.com/microsoft/PowerToys.git,4132,C#,287997,1032,4132,2590,73083,27,5913,False,MIT License
32,70953,https://github.com/nvbn/thefuck.git,3195,Python,4095,850,3195,258,70953,60,1625,False,MIT License
33,70932,https://github.com/storybookjs/storybook.git,7321,TypeScript,507345,937,7321,1877,70932,133,39775,False,MIT License
34,69936,https://github.com/yangshun/tech-interview-handbook.git,9674,JavaScript,16835,1875,9674,10,69936,0,587,False,MIT License
35,67976,https://github.com/trimstray/the-book-of-secret-knowledge.git,5991,None,3479,1825,5991,14,67976,9,1066,False,MIT License
36,67621,https://github.com/practical-tutorials/project-based-learning.git,10148,None,460,1896,10148,14,67621,1,564,False,MIT License
37,67535,https://github.com/ryanmcdermott/clean-code-javascript.git,9001,JavaScript,574,1737,9001,57,67535,15,540,False,MIT License
38,65789,https://github.com/gothinkster/realworld.git,6095,Shell,4248,1565,6095,61,65789,8,656,False,MIT License
39,65149,https://github.com/Genymobile/scrcpy.git,7020,C,3784,1028,7020,1015,65149,27,1804,False,Apache License 2.0
40,65032,https://github.com/vuejs/awesome-vue.git,8989,None,12699,2181,8989,32,65032,7,4818,False,MIT License
41,64083,https://github.com/bitcoin/bitcoin.git,32381,C++,208494,3928,32381,962,64083,371,33876,False,MIT License
42,63220,https://github.com/huggingface/transformers.git,14898,Python,90443,810,14898,518,63220,143,9799,False,Apache License 2.0
43,61591,https://github.com/opencv/opencv.git,51420,C++,506886,2648,51420,2146,61591,119,31819,False,Other
44,61166,https://github.com/spring-projects/spring-boot.git,36393,Java,150867,3375,36393,568,61166,21,37953,False,Apache License 2.0
45,61169,https://github.com/typicode/json-server.git,6021,JavaScript,2579,1023,6021,625,61169,77,850,False,MIT License
46,61046,https://github.com/webpack/webpack.git,8368,JavaScript,58195,1544,8368,303,61046,128,15107,False,MIT License
47,59718,https://github.com/hakimel/reveal.js.git,16158,JavaScript,18930,1707,16158,708,59718,84,2909,False,MIT License
48,59560,https://github.com/apple/swift.git,9583,C++,806595,2534,9583,6018,59560,578,135326,False,Apache License 2.0
49,59459,https://github.com/angular/angular.js.git,28358,JavaScript,101744,3857,28358,468,59459,77,9073,False,MIT License
50,59220,https://github.com/netdata/netdata.git,5298,C,97372,1414,5298,327,59220,97,13885,False,GNU General Public License v3.0
51,58999,https://github.com/pallets/flask.git,15072,Python,9076,2161,15072,21,58999,5,4655,False,"BSD 3-Clause ""New"" or ""Revised"" License"
52,58948,https://github.com/gohugoio/hugo.git,6602,Go,109604,1037,6602,616,58948,52,7063,False,Apache License 2.0
53,58235,https://github.com/macrozheng/mall.git,24706,Java,57632,2182,24706,29,58235,5,798,False,Apache License 2.0
54,58172,https://github.com/sveltejs/svelte.git,2859,TypeScript,68505,855,2859,716,58172,119,6732,False,MIT License
55,57807,https://github.com/nvm-sh/nvm.git,6123,Shell,3274,932,6123,351,57807,63,2070,False,MIT License
56,57535,https://github.com/atom/atom.git,17162,JavaScript,329452,2610,17162,886,57535,29,38496,False,MIT License
57,56992,https://github.com/expressjs/express.git,9666,JavaScript,9096,1744,9666,141,56992,44,5734,False,MIT License
58,56920,https://github.com/chartjs/Chart.js.git,11459,JavaScript,35845,1390,11459,149,56920,7,4190,False,MIT License
59,56847,https://github.com/tailwindlabs/tailwindcss.git,2827,JavaScript,62803,573,2827,25,56847,18,4626,False,MIT License
60,56380,https://github.com/fatedier/frp.git,10181,Go,25518,1550,10181,101,56380,5,1002,False,Apache License 2.0
61,56213,https://github.com/jquery/jquery.git,20418,JavaScript,31133,3286,20418,87,56213,15,6562,False,MIT License
62,55746,https://github.com/socketio/socket.io.git,10031,TypeScript,15571,1579,10031,87,55746,5,1921,False,MIT License
63,55328,https://github.com/adam-p/markdown-here.git,10744,JavaScript,16027,1045,10744,312,55328,28,807,False,MIT License
64,55180,https://github.com/keras-team/keras.git,19087,Python,24942,1957,19087,338,55180,89,6923,False,Apache License 2.0
65,54952,https://github.com/redis/redis.git,21249,C,117727,2618,21249,2082,54952,451,11166,False,"BSD 3-Clause ""New"" or ""Revised"" License"
66,53498,https://github.com/coder/code-server.git,4485,TypeScript,50599,693,4485,175,53498,3,3291,False,MIT License
67,53131,https://github.com/ansible/ansible.git,21907,Python,215044,1977,21907,1196,53131,405,52627,False,GNU General Public License v3.0
68,53126,https://github.com/h5bp/Front-end-Developer-Interview-Questions.git,10394,Nunjucks,3342,2327,10394,5,53126,1,908,False,MIT License
69,52868,https://github.com/gatsbyjs/gatsby.git,10267,JavaScript,1040795,832,10267,328,52868,214,20188,False,MIT License
70,52786,https://github.com/h5bp/html5-boilerplate.git,12012,JavaScript,21362,2636,12012,14,52786,7,2334,False,MIT License
71,52598,https://github.com/kelseyhightower/nocode.git,4543,Dockerfile,5,367,4543,4170,52598,455,4,False,Apache License 2.0
72,52535,https://github.com/home-assistant/core.git,18229,Python,348268,1346,18229,1649,52535,368,49809,False,Apache License 2.0
73,52488,https://github.com/florinpop17/app-ideas.git,7166,None,640,1885,7166,281,52488,236,532,False,MIT License
74,52078,https://github.com/ElemeFE/element.git,13917,Vue,86135,1347,13917,2056,52078,165,4532,False,MIT License
75,51020,https://github.com/apache/echarts.git,18959,TypeScript,217597,2024,18959,2139,51020,75,8663,False,Apache License 2.0
76,50695,https://github.com/rails/rails.git,20341,Ruby,244660,2410,20341,601,50695,245,83635,False,MIT License
77,50054,https://github.com/scikit-learn/scikit-learn.git,23003,Python,140550,2186,23003,2228,50054,658,28404,False,"BSD 3-Clause ""New"" or ""Revised"" License"
78,50014,https://github.com/Semantic-Org/Semantic-UI.git,5138,JavaScript,112276,1338,5138,1056,50014,116,6684,False,MIT License
79,49615,https://github.com/microsoft/Web-Dev-For-Beginners.git,7134,JavaScript,64447,2387,7134,0,49615,0,1274,False,MIT License
80,48979,https://github.com/leonardomso/33-js-concepts.git,6708,JavaScript,716,1315,6708,12,48979,4,545,False,MIT License
81,48857,https://github.com/awesomedata/awesome-public-datasets.git,8675,None,924,2252,8675,114,48857,60,745,False,MIT License
82,47853,https://github.com/scutan90/DeepLearning-500-questions.git,15012,JavaScript,207074,2321,15012,101,47853,4,1275,False,GNU General Public License v3.0
83,47669,https://github.com/spring-projects/spring-framework.git,33666,Java,174621,3431,33666,1333,47669,181,24167,False,Apache License 2.0
84,47556,https://github.com/necolas/normalize.css.git,10705,CSS,379,1538,10705,74,47556,34,360,False,MIT License
85,47439,https://github.com/psf/requests.git,8748,Python,12787,1363,8748,219,47439,45,6111,False,Apache License 2.0
86,47196,https://github.com/mermaid-js/mermaid.git,3476,JavaScript,179799,592,3476,689,47196,11,4750,False,MIT License
87,46930,https://github.com/nestjs/nest.git,5324,TypeScript,251896,686,5324,81,46930,35,10567,False,MIT License
88,46916,https://github.com/remix-run/react-router.git,9147,TypeScript,16651,841,9147,89,46916,14,5270,False,MIT License
89,46752,https://github.com/sdmg15/Best-websites-a-programmer-should-visit.git,6130,None,1827,1303,6130,617,46752,598,1071,False,MIT License
90,46528,https://github.com/moment/moment.git,7067,JavaScript,20507,883,7067,203,46528,46,3969,False,MIT License
91,46175,https://github.com/apache/superset.git,9037,TypeScript,384806,1445,9037,1086,46175,141,11611,False,Apache License 2.0
92,46036,https://github.com/TheAlgorithms/Java.git,15059,Java,2796,2264,15059,10,46036,2,1608,False,MIT License
93,45497,https://github.com/jgthms/bulma.git,3870,CSS,99544,622,3870,295,45497,154,1688,False,MIT License
94,45195,https://github.com/tiangolo/fastapi.git,3488,Python,12550,581,3488,1466,45195,441,2140,False,MIT License
95,45193,https://github.com/tesseract-ocr/tesseract.git,7985,C++,52156,1674,7985,373,45193,13,5979,False,Apache License 2.0
96,44714,https://github.com/syncthing/syncthing.git,3413,Go,119656,983,3413,323,44714,14,6825,False,Mozilla Public License 2.0
97,44642,https://github.com/jekyll/jekyll.git,9778,Ruby,44455,1431,9778,179,44642,93,11513,False,MIT License
98,44597,https://github.com/google/guava.git,9949,Java,386523,2431,9949,752,44597,107,5817,False,Apache License 2.0
99,43533,https://github.com/lydiahallie/javascript-questions.git,6135,None,3747,1201,6135,82,43533,19,1223,False,MIT License
100,43448,https://github.com/hoppscotch/hoppscotch.git,2927,Vue,59534,452,2927,75,43448,6,4226,False,MIT License
101,42738,https://github.com/serverless/serverless.git,5258,JavaScript,95897,964,5258,900,42738,36,15385,False,MIT License
102,42649,https://github.com/wasabeef/awesome-android-ui.git,10183,None,871803,2843,10183,17,42649,13,457,False,MIT License
103,42642,https://github.com/prettier/prettier.git,3308,JavaScript,88370,413,3308,1078,42642,221,6867,False,MIT License
104,42439,https://github.com/prometheus/prometheus.git,7115,Go,148059,1134,7115,647,42439,203,9943,False,Apache License 2.0
105,42362,https://github.com/minimaxir/big-list-of-naughty-strings.git,2025,Python,330,871,2025,87,42362,32,273,False,MIT License
106,42257,https://github.com/juliangarnier/anime.git,3487,JavaScript,47973,754,3487,186,42257,23,736,False,MIT License
107,42140,https://github.com/square/okhttp.git,8843,Kotlin,47065,1653,8843,136,42140,6,5114,False,Apache License 2.0
108,41693,https://github.com/vitejs/vite.git,3301,TypeScript,19058,352,3301,618,41693,145,4092,False,MIT License
109,41570,https://github.com/ziishaned/learn-regex.git,5980,None,1073,912,5980,63,41570,15,327,False,MIT License
110,41154,https://github.com/anuraghazra/github-readme-stats.git,9644,JavaScript,1100,229,9643,270,41154,192,517,False,MIT License
111,41066,https://github.com/deepfakes/faceswap.git,11674,Python,200261,1517,11674,16,41066,0,1473,False,GNU General Public License v3.0
112,40914,https://github.com/ColorlibHQ/AdminLTE.git,17631,JavaScript,128181,2037,17631,70,40914,25,2502,False,MIT License
113,40844,https://github.com/babel/babel.git,5324,TypeScript,86446,827,5324,824,40844,167,15186,False,MIT License
114,40716,https://github.com/parcel-bundler/parcel.git,2136,JavaScript,33514,455,2136,763,40716,74,2716,False,MIT License
115,40736,https://github.com/android/architecture-samples.git,11139,Kotlin,12439,2490,11139,210,40736,69,756,False,Apache License 2.0
116,40379,https://github.com/caddyserver/caddy.git,3199,Go,15449,774,3199,109,40379,17,1312,False,Apache License 2.0
117,40235,https://github.com/astaxie/build-web-application-with-golang.git,10529,Go,38326,2450,10529,111,40235,3,5176,False,"BSD 3-Clause ""New"" or ""Revised"" License"
118,40188,https://github.com/TryGhost/Ghost.git,8701,JavaScript,75295,1058,8701,43,40188,14,16330,False,MIT License
119,40085,https://github.com/gogs/gogs.git,4562,Go,200095,1047,4562,798,40085,27,5672,False,MIT License
120,39892,https://github.com/etcd-io/etcd.git,8564,Go,68329,1348,8564,185,39892,39,18012,False,Apache License 2.0
121,39741,https://github.com/bradtraversy/design-resources-for-developers.git,8811,None,4724,873,8811,3,39741,2,1884,False,MIT License
122,39591,https://github.com/v2ray/v2ray-core.git,8458,Go,55110,1392,8458,34,39591,13,5387,False,MIT License
123,39456,https://github.com/vsouza/awesome-ios.git,6543,Swift,15378,1857,6543,4,39456,3,6246,False,MIT License
124,39242,https://github.com/alacritty/alacritty.git,2277,Rust,11736,454,2277,319,39242,13,1975,False,Apache License 2.0
125,39195,https://github.com/JuliaLang/julia.git,4903,Julia,237774,978,4903,4090,39195,815,51916,False,MIT License
126,39038,https://github.com/danielmiessler/SecLists.git,19932,PHP,864551,1795,19932,37,39038,14,1346,False,MIT License
127,38968,https://github.com/facebook/jest.git,5816,TypeScript,272383,554,5816,1085,38968,153,6212,False,MIT License
128,38900,https://github.com/nwjs/nw.js.git,3969,JavaScript,127885,1636,3969,905,38900,11,4702,False,MIT License
129,38913,https://github.com/iamkun/dayjs.git,1964,JavaScript,5396,284,1964,476,38913,73,1403,False,MIT License
130,38682,https://github.com/Dogfalo/materialize.git,4885,JavaScript,163680,1015,4885,806,38682,182,3878,False,MIT License
131,38596,https://github.com/mozilla/pdf.js.git,8797,JavaScript,133227,1115,8797,354,38596,13,15693,False,Apache License 2.0
132,38619,https://github.com/karan/Projects.git,10241,None,1790,1906,10241,80,38619,43,182,False,MIT License
133,38505,https://github.com/vercel/hyper.git,3191,TypeScript,20660,478,3191,792,38505,27,3155,False,MIT License
134,38435,https://github.com/cypress-io/cypress.git,2343,JavaScript,552942,576,2343,2212,38435,44,16638,False,MIT License
135,38264,https://github.com/obsproject/obs-studio.git,5889,C,59273,1395,5889,666,38264,170,10855,False,GNU General Public License v2.0
136,38237,https://github.com/ocornut/imgui.git,6684,C++,81614,1010,6684,745,38237,116,6896,False,MIT License
137,38020,https://github.com/bailicangdu/vue2-elm.git,12223,Vue,34427,1521,12223,95,38020,0,508,False,GNU General Public License v2.0
138,38011,https://github.com/traefik/traefik.git,4162,Go,64497,689,4162,632,38011,32,4339,False,MIT License
139,37746,https://github.com/microsoft/playwright.git,1712,TypeScript,108032,334,1712,537,37746,24,7774,False,Apache License 2.0
140,37626,https://github.com/Alamofire/Alamofire.git,7134,Swift,27149,1076,7134,30,37626,2,1555,False,MIT License
141,37414,https://github.com/swisskyrepo/PayloadsAllTheThings.git,10159,Python,12342,1569,10159,16,37414,5,1400,False,MIT License
142,37379,https://github.com/fffaraz/awesome-cpp.git,6238,None,1980,2028,6238,404,37379,60,1499,False,MIT License
143,37356,https://github.com/ethereum/go-ethereum.git,13894,Go,184290,2148,13894,323,37356,104,13330,False,Other
144,37270,https://github.com/apache/dubbo.git,24952,Java,39688,3122,24952,386,37270,28,5477,False,Apache License 2.0
145,36791,https://github.com/algorithm-visualizer/algorithm-visualizer.git,6020,JavaScript,24015,1214,6020,36,36791,19,667,False,MIT License
146,36673,https://github.com/impress/impress.js.git,6842,JavaScript,4473,1259,6842,60,36673,12,401,False,MIT License
147,36545,https://github.com/dcloudio/uni-app.git,3297,JavaScript,86106,504,3297,935,36545,14,9649,False,Apache License 2.0
148,36558,https://github.com/styled-components/styled-components.git,2281,TypeScript,11128,380,2281,88,36558,7,3310,False,MIT License
149,36025,https://github.com/microsoft/ML-For-Beginners.git,6967,Jupyter Notebook,177830,689,6967,3,36025,0,1461,False,MIT License
150,35980,https://github.com/chinese-poetry/chinese-poetry.git,7508,JavaScript,202616,1076,7508,77,35980,1,580,False,MIT License
151,35679,https://github.com/discourse/discourse.git,7671,Ruby,460727,909,7671,53,35679,53,45058,False,Other
152,35584,https://github.com/huginn/huginn.git,3265,Ruby,8429,736,3265,620,35584,83,3437,False,MIT License
153,35388,https://github.com/GitSquared/edex-ui.git,2054,JavaScript,31579,1458,2054,6,35388,0,1428,False,GNU General Public License v3.0
